"DATE","GEOID","GEO","NAME","POSITIVE","POS_NEW","POS_7DAYAVG","NEGATIVE","NEG_NEW","NEG_7DAYAVG","DEATHS","DTH_NEW","DTH_7DAYAVG","TEST_NEW","TEST_7DAYAVG","HOSP_YES","HOSP_NO","HOSP_UNK","POS_FEM","POS_MALE","POS_OTH","POS_0_9","POS_10_19","POS_20_29","POS_30_39","POS_40_49","POS_50_59","POS_60_69","POS_70_79","POS_80_89","POS_90","DTHS_FEM","DTHS_MALE","DTHS_OTH","DTHS_0_9","DTHS_10_19","DTHS_20_29","DTHS_30_39","DTHS_40_49","DTHS_50_59","DTHS_60_69","DTHS_70_79","DTHS_80_89","DTHS_90","POS_AIAN","POS_ASN","POS_BLK","POS_WHT","POS_MLTOTH","POS_UNK","POS_E_HSP","POS_E_NHSP","POS_E_UNK","DTH_AIAN","DTH_ASN","DTH_BLK","DTH_WHT","DTH_MLTOTH","DTH_UNK","DTH_E_HSP","DTH_E_NHSP","DTH_E_UNK","POS_HC_Y","POS_HC_N","POS_HC_UNK","IP_Y_0_9","IP_Y_10_19","IP_Y_20_29","IP_Y_30_39","IP_Y_40_49","IP_Y_50_59","IP_Y_60_69","IP_Y_70_79","IP_Y_80_89","IP_Y_90","IP_N_0_9","IP_N_10_19","IP_N_20_29","IP_N_30_39","IP_N_40_49","IP_N_50_59","IP_N_60_69","IP_N_70_79","IP_N_80_89","IP_N_90","IP_U_0_9","IP_U_10_19","IP_U_20_29","IP_U_30_39","IP_U_40_49","IP_U_50_59","IP_U_60_69","IP_U_70_79","IP_U_80_89","IP_U_90","IC_YES","IC_Y_0_9","IC_Y_10_19","IC_Y_20_29","IC_Y_30_39","IC_Y_40_49","IC_Y_50_59","IC_Y_60_69","IC_Y_70_79","IC_Y_80_89","IC_Y_90","OBJECTID"
2020-10-15,"55","State","WI",162325,3747,2927.86,1579844,11455,10430.86,1553,17,18.43,15202,13358.71,8892,90658,62775,82485,79580,260,5253,19440,37950,24895,22120,23637,15883,8086,3783,1278,692,860,1,0,0,10,17,45,103,253,396,456,273,2008,3592,13250,117752,11693,14030,23583,114381,24361,19,42,243,1193,27,29,161,1347,45,9457,77926,74942,78,162,555,682,847,1308,1770,1832,1268,390,3435,10424,20857,14365,12938,13864,9020,3870,1443,442,1740,8854,16538,9848,8335,8465,5093,2384,1072,446,1308,8,5,44,55,124,225,331,307,159,50,374780
2020-10-14,"55","State","WI",158578,3107,2840,1568389,11435,10726.43,1536,28,17.29,14542,13566.43,8754,88800,61024,80643,77679,256,5102,19067,37317,24298,21583,22983,15427,7877,3673,1251,685,850,1,0,0,10,17,45,103,253,389,449,270,1931,3524,12993,114897,11500,13733,23227,111656,23695,18,42,243,1176,27,30,161,1327,48,9349,76975,72254,77,160,554,674,838,1288,1746,1793,1240,384,3363,10242,20526,14069,12687,13535,8765,3772,1406,435,1662,8665,16237,9555,8058,8160,4916,2312,1027,432,1304,8,5,46,54,124,223,330,304,160,50,360055
2020-10-13,"55","State","WI",155471,3279,2727.43,1556954,11262,10691.14,1508,34,15.57,14541,13418.57,8601,87170,59700,79003,76216,252,5002,18808,36783,23787,21154,22441,15033,7686,3559,1218,674,833,1,0,0,10,17,44,99,248,382,442,266,1883,3476,12769,112495,11351,13497,22923,109355,23193,17,42,242,1153,25,29,158,1301,49,9241,76168,70062,75,160,550,666,832,1264,1716,1757,1210,371,3298,10100,20253,13825,12441,13233,8558,3672,1365,425,1629,8548,15980,9296,7881,7944,4759,2257,984,422,1287,8,5,46,54,124,217,329,295,159,50,366606
2020-10-12,"55","State","WI",152192,1956,2547.57,1545692,7815,10445,1474,9,13.29,9771,12992.57,8454,85460,58278,77316,74629,247,4902,18501,36229,23265,20663,21880,14635,7470,3467,1180,654,819,1,0,0,10,17,42,98,244,371,431,261,1846,3419,12610,109913,11144,13260,22585,107029,22578,17,41,240,1123,25,28,156,1275,43,9129,75274,67789,74,156,545,654,825,1254,1687,1717,1179,363,3215,9917,20023,13537,12176,12929,8340,3587,1322,414,1613,8428,15661,9074,7662,7697,4608,2166,966,403,1277,8,5,46,54,123,217,326,292,156,50,348028
2020-10-11,"55","State","WI",150236,2676,2510.43,1537877,7571,10309.14,1465,7,12.57,10247,12819.57,8398,84514,57324,76309,73691,236,4832,18315,35889,22974,20372,21542,14395,7351,3408,1158,650,814,1,0,0,10,17,42,98,243,370,427,258,1827,3391,12534,108378,11033,13073,22401,105698,22137,17,41,240,1115,25,27,156,1267,42,9075,74796,66365,73,154,541,651,824,1248,1668,1707,1170,362,3175,9815,19873,13405,12024,12752,8223,3528,1311,408,1584,8346,15475,8918,7524,7542,4504,2116,927,388,1271,8,5,46,54,123,214,324,291,156,50,352032
2020-10-10,"55","State","WI",147560,2742,2394.57,1530306,11644,10506.14,1458,18,12.29,14386,12900.71,8319,83356,55885,74904,72430,226,4739,18056,35429,22529,19997,21080,14077,7190,3328,1135,648,809,1,0,0,10,17,42,98,243,367,425,256,1794,3350,12420,106275,10927,12794,22213,103842,21505,17,41,240,1109,25,26,156,1261,41,9017,74216,64327,73,154,536,645,822,1237,1656,1683,1154,359,3126,9700,19708,13217,11852,12533,8076,3459,1289,396,1540,8202,15185,8667,7323,7310,4345,2048,885,380,1270,8,5,46,54,123,214,324,290,156,50,335830
2020-10-09,"55","State","WI",144818,2988,2416,1518662,11834,10441.57,1440,16,12.43,14822,12857.57,8199,81728,54891,73504,71090,224,4644,17773,34931,22094,19602,20646,13753,7014,3254,1107,641,798,1,0,0,10,17,42,95,240,363,419,254,1744,3311,12304,104076,10787,12596,21977,101723,21118,17,41,239,1091,25,27,156,1243,41,8924,73419,62475,72,154,529,638,812,1219,1633,1652,1137,353,3067,9541,19405,12954,11577,12274,7901,3367,1253,389,1505,8078,14997,8502,7213,7153,4219,1995,864,365,1261,8,5,46,53,122,214,321,288,155,49,326441
2020-10-08,"55","State","WI",141830,3132,2381.29,1506828,13524,10301,1424,9,10.86,16656,12682.29,8061,80114,53655,72037,69572,221,4549,17519,34370,21602,19152,20175,13381,6820,3172,1090,635,788,1,0,0,10,17,41,94,236,362,416,248,1707,3241,12123,101778,10632,12349,21702,99568,20560,17,41,238,1073,26,29,155,1226,43,8845,72530,60455,72,152,525,630,800,1199,1600,1619,1117,347,3007,9393,19135,12709,11324,12009,7689,3265,1203,380,1470,7974,14710,8263,7028,6967,4092,1936,852,363,1253,8,5,46,53,121,212,316,288,155,49,326033
2020-10-07,"55","State","WI",138698,2319,2346.29,1493304,11188,10008.14,1415,16,12.57,13507,12354.43,7951,78510,52237,70443,68041,214,4454,17221,33815,21087,18639,19700,12984,6626,3106,1066,634,780,1,0,0,10,17,42,94,234,357,414,247,1654,3196,11999,99214,10466,12169,21448,97157,20093,17,41,237,1064,26,30,155,1215,45,8747,71692,58259,72,151,526,624,793,1181,1584,1585,1096,339,2949,9251,18861,12446,11067,11763,7440,3180,1180,373,1433,7819,14428,8017,6779,6756,3960,1861,830,354,1233,8,5,47,53,119,210,311,281,151,48,327227
2020-10-06,"55","State","WI",136379,2020,2346.29,1482116,9539,9763.14,1399,18,14.14,11559,12109.43,7810,77098,51471,69298,66867,214,4377,17014,33437,20737,18287,19289,12681,6480,3031,1046,630,768,1,0,0,10,17,42,92,231,353,411,243,1608,3173,11873,97359,10391,11975,21246,95437,19696,17,40,237,1051,26,28,155,1202,42,8634,70979,56766,72,147,522,621,780,1167,1558,1538,1074,331,2877,9131,18627,12233,10846,11508,7254,3105,1151,366,1428,7736,14288,7883,6661,6614,3869,1837,806,349,1225,8,6,46,53,118,208,310,278,150,48,329579
2020-10-05,"55","State","WI",134359,1696,2395.86,1472577,6864,9600,1381,4,14,8560,11995.86,7702,75869,50788,68262,65886,211,4317,16842,33080,20421,17972,18954,12423,6336,2984,1030,619,761,1,0,0,10,17,41,91,229,348,407,238,1574,3108,11774,95699,10290,11914,21073,93864,19422,17,39,237,1037,26,25,155,1190,36,8553,70241,55565,72,147,517,616,775,1146,1538,1510,1056,325,2840,8996,18378,12055,10678,11294,7105,3033,1136,354,1405,7699,14185,7750,6519,6514,3780,1793,792,351,1212,7,6,44,53,118,207,309,275,145,48,328784
2020-10-04,"55","State","WI",132663,1865,2400.14,1465713,8950,9499.29,1377,5,13.71,10815,11899.43,7646,75070,49947,67479,64974,210,4257,16693,32817,20158,17723,18657,12191,6223,2930,1014,617,759,1,0,0,10,17,41,91,229,347,404,238,1542,3085,11702,94308,10226,11800,20963,92592,19108,17,39,237,1034,26,24,155,1187,35,8513,69884,54266,72,147,515,613,774,1134,1529,1497,1043,322,2798,8895,18259,11946,10571,11147,6993,2993,1118,350,1387,7651,14043,7599,6378,6376,3669,1733,769,342,1205,7,6,44,53,118,205,309,272,143,48,325239
2020-10-03,"55","State","WI",130798,2892,2450.43,1456763,11192,9050.14,1372,19,13,14084,11500.57,7588,74107,49103,66557,64030,211,4186,16527,32490,19881,17448,18336,11953,6103,2874,1000,617,754,1,0,0,10,17,41,91,228,346,402,237,1498,3058,11624,92896,10127,11595,20834,91284,18680,17,39,237,1030,26,23,155,1184,33,8469,69437,52892,71,148,509,610,770,1131,1515,1485,1030,319,2761,8790,18105,11823,10415,10968,6870,2926,1101,348,1354,7589,13876,7448,6263,6237,3568,1692,743,333,1202,7,6,43,53,118,205,309,271,142,48,323764
2020-10-02,"55","State","WI",127906,2745,2439.71,1445571,10850,8846.57,1353,5,11.29,13595,11286.29,7506,72622,47778,65121,62581,204,4094,16242,31927,19426,17009,17840,11621,5955,2816,976,609,743,1,0,0,10,17,41,88,224,345,398,230,1442,2990,11518,90663,9970,11323,20582,89211,18113,17,39,236,1014,25,22,153,1173,27,8377,68645,50884,69,147,504,601,766,1125,1499,1468,1013,314,2692,8628,17842,11584,10194,10706,6698,2860,1078,340,1333,7467,13581,7241,6049,6009,3424,1627,725,322,1196,7,6,42,53,117,203,307,271,142,48,319690
2020-10-01,"55","State","WI",125161,2887,2405.29,1434721,11474,9093,1348,21,11.86,14361,11498.29,7409,71059,46693,63695,61264,202,4020,15929,31404,19043,16595,17370,11317,5774,2746,963,606,741,1,0,0,9,17,41,87,223,344,397,230,1416,2930,11426,88442,9832,11115,20349,87171,17641,17,38,236,1010,25,22,152,1169,27,8290,67756,49115,69,146,496,596,758,1112,1481,1446,995,310,2632,8421,17567,11370,9965,10444,6511,2762,1050,337,1319,7362,13341,7077,5872,5814,3325,1566,701,316,1187,7,6,42,52,117,201,306,266,142,48,321067
2020-09-30,"55","State","WI",122274,2319,2334.57,1423247,9473,9009.14,1327,27,9.71,11792,11343.71,7300,69417,45557,62179,59895,200,3922,15608,30865,18609,16163,16891,10966,5612,2692,946,597,729,1,0,0,9,17,39,86,220,340,387,229,1381,2867,11328,86175,9703,10820,20124,85036,17114,17,36,235,992,25,22,150,1149,28,8200,66952,47122,68,143,490,587,750,1101,1461,1419,975,306,2564,8235,17258,11112,9727,10157,6328,2676,1030,330,1290,7230,13117,6910,5686,5633,3177,1517,687,310,1179,7,6,42,52,117,200,305,262,140,48,311288
2020-09-29,"55","State","WI",119955,2367,2255,1413774,8397,9326,1300,17,7,10764,11581,7209,67882,44864,61089,58670,196,3839,15363,30452,18244,15823,16490,10707,5489,2625,923,585,714,1,0,0,9,17,38,86,214,335,377,224,1346,2833,11155,84296,9625,10700,19939,83202,16814,17,36,232,965,26,24,150,1120,30,8114,66152,45689,68,139,488,581,742,1087,1435,1403,962,304,2498,8055,16988,10872,9505,9888,6152,2601,999,324,1273,7169,12976,6791,5576,5515,3120,1485,664,295,1171,7,6,42,53,117,196,304,258,140,48,312413
2020-09-28,"55","State","WI",117588,1726,2155.71,1405377,6159,9678.57,1283,2,5.57,7885,11834.29,7142,66622,43824,59938,57457,193,3764,15109,29951,17852,15510,16099,10448,5366,2578,911,579,703,1,0,0,9,17,38,86,213,329,368,223,1299,2774,11043,82404,9494,10574,19684,81394,16510,16,36,232,952,26,21,150,1107,26,8035,65370,44183,68,138,485,580,737,1078,1421,1384,953,298,2447,7918,16723,10672,9351,9663,6005,2540,984,319,1249,7053,12743,6600,5422,5358,3022,1442,641,294,1162,7,6,42,53,117,195,302,255,137,48,305542
2020-09-27,"55","State","WI",115862,2217,2090.71,1399218,5806,9588,1281,0,5.57,8023,11678.71,7095,65758,43009,59041,56627,194,3711,14908,29597,17562,15286,15807,10270,5285,2542,894,578,702,1,0,0,9,17,38,86,212,329,367,223,1284,2732,10996,81035,9365,10450,19506,80102,16254,16,36,232,951,26,20,150,1106,25,7984,64898,42980,68,136,481,578,733,1073,1412,1375,943,296,2414,7822,16568,10518,9251,9503,5905,2497,971,309,1229,6950,12548,6466,5302,5231,2953,1413,628,289,1156,7,6,41,53,116,195,300,254,136,48,304203
2020-09-26,"55","State","WI",113645,2817,2011.86,1393412,9767,9709.29,1281,7,5.71,12584,11721.14,7041,64903,41701,57905,55553,187,3635,14653,29092,17217,14991,15480,10032,5172,2495,878,578,702,1,0,0,9,17,38,86,212,329,367,223,1257,2696,10925,79320,9246,10201,19309,78550,15786,16,36,232,951,26,20,150,1106,25,7921,64366,41358,67,134,478,573,730,1070,1402,1364,931,292,2381,7726,16400,10375,9137,9371,5791,2458,957,307,1187,6793,12214,6269,5124,5039,2839,1350,607,279,1153,7,6,41,52,115,195,300,253,136,48,202971
2020-09-25,"55","State","WI",110828,2504,1935.57,1383645,12575,9769.57,1274,9,5.14,15079,11705.14,6962,63269,40597,56424,54219,185,3547,14250,28476,16813,14597,15043,9755,5044,2443,860,575,698,1,0,0,9,17,38,85,210,329,366,220,1222,2636,10832,77029,9116,9993,19048,76445,15335,16,36,232,946,25,19,148,1102,24,7835,63617,39376,67,134,475,568,724,1060,1382,1345,920,287,2317,7496,16077,10144,8896,9094,5626,2388,932,299,1163,6620,11924,6101,4977,4889,2747,1311,591,274,1150,7,6,41,51,115,195,300,251,136,48,211090
2020-09-24,"55","State","WI",108324,2392,1939.71,1371070,10887,9478,1265,6,4.86,13279,11417.71,6897,61842,39585,55162,52978,184,3455,13923,27931,16451,14254,14636,9503,4925,2400,846,571,693,1,0,0,9,17,38,85,210,323,363,220,1179,2602,10743,75021,9022,9757,18854,74558,14912,16,35,231,939,25,19,147,1094,24,7766,62739,37819,65,136,475,564,721,1045,1370,1327,909,285,2258,7316,15795,9909,8682,8871,5472,2335,915,289,1132,6471,11661,5978,4851,4720,2661,1263,576,272,1006,5,6,39,47,102,172,251,223,121,40,303378
2020-09-23,"55","State","WI",105932,1762,1888.57,1360183,11691,9267.14,1259,8,4.43,13453,11155.71,6821,60596,38515,53961,51789,182,3361,13551,27377,16150,13955,14274,9261,4815,2346,842,569,689,1,0,0,9,17,37,85,209,322,360,220,1154,2554,10664,73043,8896,9621,18622,72697,14613,16,35,231,933,25,19,147,1088,24,7704,61944,36284,65,132,471,556,714,1033,1358,1314,895,283,2197,7148,15552,9743,8514,8663,5331,2271,893,284,1099,6271,11354,5851,4727,4578,2572,1230,558,275,998,5,6,38,47,102,170,250,222,118,40,286934
2020-09-22,"55","State","WI",104170,1672,1838,1348492,10865,9138.14,1251,7,4.43,12537,10976.14,6765,59520,37885,53051,50940,179,3290,13326,26979,15885,13723,14008,9072,4735,2312,840,568,682,1,0,0,9,16,38,84,205,321,359,219,1129,2530,10613,71579,8825,9494,18455,71360,14355,16,36,230,925,24,20,144,1080,27,7637,61283,35250,65,131,468,553,712,1027,1347,1294,885,283,2142,7012,15283,9580,8368,8517,5222,2232,880,284,1083,6183,11228,5752,4643,4464,2503,1209,547,273,991,5,6,38,47,102,168,249,219,117,40,185993
2020-09-21,"55","State","WI",102498,1271,1791.71,1337627,5525,9145.71,1244,2,4.86,6796,10937.43,6692,58537,37269,52203,50120,175,3236,13064,26575,15653,13538,13785,8919,4632,2273,823,565,678,1,0,0,9,16,37,84,204,321,353,220,1097,2508,10536,70245,8723,9389,18301,70028,14169,16,34,230,921,24,19,144,1076,24,7566,60698,34234,65,125,459,549,700,1021,1339,1282,875,277,2107,6853,15056,9444,8255,8375,5132,2168,864,283,1064,6086,11060,5660,4583,4389,2448,1182,534,263,1117,7,5,40,51,114,191,295,242,127,45,286419
2020-09-20,"55","State","WI",101227,1665,1720.29,1332102,6655,8806.29,1242,1,4.57,8320,10526.57,6653,57884,36690,51581,49476,170,3210,12864,26234,15464,13395,13633,8804,4571,2236,816,563,678,1,0,0,9,16,37,84,204,320,353,219,1088,2482,10498,69229,8633,9297,18185,69076,13966,16,34,230,919,24,19,144,1075,23,7533,60165,33529,63,123,456,546,698,1018,1332,1276,866,275,2095,6740,14903,9345,8183,8286,5066,2131,852,283,1052,6001,10875,5573,4514,4329,2406,1164,518,258,1115,7,5,39,51,114,191,295,241,127,45,286011
2020-09-19,"55","State","WI",99562,2283,1708.43,1325447,10189,8734.57,1241,3,4.57,12472,10443,6619,57214,35729,50718,48673,171,3164,12552,25744,15277,13214,13447,8660,4494,2201,809,562,678,1,0,0,9,16,37,84,204,320,353,218,1068,2458,10448,67966,8524,9098,18043,67876,13643,16,34,230,918,24,19,144,1074,23,7497,59800,32265,63,121,452,543,697,1016,1326,1268,860,273,2073,6626,14743,9255,8099,8197,5001,2096,842,282,1028,5805,10549,5479,4418,4234,2333,1130,499,254,1112,7,5,38,51,114,191,293,241,127,45,284884
2020-09-18,"55","State","WI",97279,2533,1575.57,1315258,10534,8746.29,1238,7,5.86,13067,10321.86,6569,56049,34661,49599,47514,166,3095,12091,25098,15013,12943,13160,8495,4414,2166,804,562,675,1,0,0,9,16,37,84,204,317,353,218,1034,2422,10391,66165,8383,8884,17886,66144,13249,16,34,230,915,24,19,144,1072,22,7421,59081,30777,61,120,452,539,694,1013,1312,1256,851,271,2022,6425,14443,9106,7949,8043,4892,2058,831,280,1012,5546,10203,5368,4300,4104,2291,1100,484,253,1110,7,5,38,51,114,191,293,240,126,45,284361
2020-09-17,"55","State","WI",94746,2034,1409.29,1304724,9411,8468,1231,3,5.43,11445,9877.29,6522,54949,33275,48375,46209,162,3018,11572,24364,14703,12670,12883,8292,4316,2133,795,560,670,1,0,0,9,15,36,84,204,314,351,218,1013,2369,10284,64185,8294,8601,17699,64275,12772,16,33,230,909,24,19,144,1065,22,7365,58211,29170,61,119,450,535,686,1011,1307,1240,846,267,1994,6237,14157,8954,7813,7892,4794,2018,811,279,963,5216,9757,5214,4171,3980,2191,1058,476,249,1105,7,5,38,50,114,191,291,238,126,45,279022
2020-09-16,"55","State","WI",92712,1408,1339.71,1295313,10788,8162.86,1228,8,6.43,12196,9502.57,6454,53959,32299,47337,45218,157,2970,11129,23790,14452,12476,12643,8145,4229,2094,784,559,669,0,0,0,9,15,36,84,204,314,350,216,983,2335,10226,62594,8126,8448,17508,62689,12515,15,33,230,907,24,19,143,1063,22,7252,57046,28414,61,118,441,525,684,1002,1292,1228,838,265,1965,6036,13903,8820,7688,7769,4724,1974,802,278,944,4975,9446,5107,4104,3872,2129,1027,454,241,1098,7,5,38,50,114,190,290,235,126,43,199077
2020-09-15,"55","State","WI",91304,1348,1261,1284525,10918,7766.57,1220,10,7.43,12266,9027.57,6406,53135,31763,46657,44491,156,2937,10854,23414,14296,12314,12439,8036,4173,2066,775,558,662,0,0,0,9,15,36,84,204,311,346,215,956,2309,10190,61446,8090,8313,17400,61598,12306,15,33,229,900,24,19,142,1056,22,7155,56115,28034,61,116,434,521,683,996,1282,1220,830,263,1945,5898,13680,8727,7572,7645,4653,1951,789,275,931,4840,9300,5048,4059,3798,2101,1002,447,237,1090,7,5,37,50,114,190,289,231,125,42,262760
2020-09-14,"55","State","WI",89956,771,1170.86,1273607,3149,6687.71,1210,0,6,3920,7858.57,6350,52228,31378,45996,43803,157,2914,10598,23038,14135,12153,12285,7927,4094,2039,773,551,659,0,0,0,9,15,35,84,199,309,344,215,939,2289,10149,60241,8086,8252,17285,60470,12201,14,32,229,892,24,19,141,1046,23,7061,55096,27799,60,116,431,516,682,985,1273,1209,819,259,1919,5740,13445,8618,7446,7529,4584,1897,775,275,935,4742,9162,5001,4025,3771,2070,988,445,239,1083,7,5,36,50,114,190,285,231,124,41,275084
2020-09-13,"55","State","WI",89185,1582,1141.71,1270458,6153,6937.71,1210,1,6,7735,8079.43,6332,51885,30968,45617,43413,155,2897,10363,22791,14062,12096,12227,7885,4077,2021,766,551,659,0,0,0,9,15,35,84,199,309,344,215,933,2277,10125,59717,7956,8177,17225,59933,12027,14,32,229,892,24,19,141,1046,23,7020,54644,27521,60,115,429,515,679,984,1269,1206,816,259,1910,5661,13328,8576,7420,7498,4559,1891,768,274,927,4587,9034,4971,3997,3745,2057,980,437,233,1080,7,5,36,50,113,190,285,231,123,40,263534
2020-09-12,"55","State","WI",87603,1353,1043.29,1264305,10271,6718.14,1209,12,5.86,11624,7761.43,6309,51197,30097,44813,42637,153,2864,10008,22255,13916,11964,12058,7771,4019,1991,757,551,658,0,0,0,9,15,35,84,199,309,343,215,916,2249,10095,58513,7842,7988,17134,58757,11712,14,32,229,891,24,19,141,1045,23,6956,53902,26745,60,112,429,514,677,982,1266,1202,810,257,1886,5570,13130,8483,7336,7407,4495,1859,759,272,918,4326,8696,4919,3951,3669,2010,958,422,228,1078,7,5,35,50,113,190,285,231,123,39,269188
2020-09-11,"55","State","WI",86250,1369,985.14,1254034,8586,6261.57,1197,4,6.29,9955,7246.71,6263,50341,29646,44076,42012,162,2840,9739,21820,13780,11810,11891,7672,3968,1974,756,546,651,0,0,0,9,15,35,83,197,306,338,214,894,2227,10066,57338,7842,7883,17019,57665,11566,14,32,228,877,25,21,140,1032,25,6863,52888,26499,59,111,422,513,672,979,1255,1190,804,258,1863,5406,12862,8392,7243,7289,4438,1829,748,271,918,4222,8536,4875,3895,3623,1979,949,422,227,1074,7,5,35,50,113,189,283,231,122,39,207135
2020-09-10,"55","State","WI",84881,1547,1003.57,1245448,7275,6492.71,1193,10,6.71,8822,7496.29,6222,49658,29001,43367,41350,164,2794,9398,21396,13666,11679,11742,7586,3919,1949,752,544,649,0,0,0,9,15,34,83,195,305,338,214,875,2196,10026,56295,7690,7799,16896,56585,11400,14,32,228,875,25,19,140,1029,24,6787,51913,26181,59,107,417,508,672,971,1252,1182,798,256,1829,5291,12671,8311,7168,7195,4379,1810,734,270,906,4000,8308,4847,3839,3576,1955,927,417,226,1068,7,5,35,50,112,186,283,231,120,39,264431
